StudyInstanceUID,fold
1.2.826.0.1.3680043.8.498.80514754572353458107286859773300865138,4
1.2.826.0.1.3680043.8.498.80556515221794602430701573588498144286,4
1.2.826.0.1.3680043.8.498.80557835452734362083552169469427388003,0
1.2.826.0.1.3680043.8.498.80589796918823112368758999678369292754,1
1.2.826.0.1.3680043.8.498.80612964209397056653334784776523875647,0
1.2.826.0.1.3680043.8.498.80627605463642274852766102874822833365,3
1.2.826.0.1.3680043.8.498.80629565747112614845746475820152813307,4
1.2.826.0.1.3680043.8.498.80642348849062865125509773837278900750,1
1.2.826.0.1.3680043.8.498.80643480554795312280333659144941545925,0
1.2.826.0.1.3680043.8.498.80651977424179089141346174053751183506,2
1.2.826.0.1.3680043.8.498.80661392139668653552110941896475066204,3
1.2.826.0.1.3680043.8.498.80671597537348112977780954910198682272,1
1.2.826.0.1.3680043.8.498.80698510014594772882040509716764819716,3
1.2.826.0.1.3680043.8.498.80726797831040227285328789648680519664,0
1.2.826.0.1.3680043.8.498.80735285867775404153100236162962472952,1
1.2.826.0.1.3680043.8.498.80741358365199721720335324482078866565,2
1.2.826.0.1.3680043.8.498.80758336123908522542787716219939751704,4
1.2.826.0.1.3680043.8.498.80851365368114686105558347899990395309,1
1.2.826.0.1.3680043.8.498.80861108320341696163987804408524915999,3
1.2.826.0.1.3680043.8.498.80876235930771882271600826613593202364,3
1.2.826.0.1.3680043.8.498.80878057166752747059190481131529937715,4
1.2.826.0.1.3680043.8.498.80886525412417948114478368374120704834,3
1.2.826.0.1.3680043.8.498.80931292574057303692838531323879513417,4
1.2.826.0.1.3680043.8.498.81012548926053584036386949658594985125,3
1.2.826.0.1.3680043.8.498.81018911907787774214591206085583545057,4
1.2.826.0.1.3680043.8.498.81024897463656728358703040759074583549,1
1.2.826.0.1.3680043.8.498.81031057654953109295788159826841315360,2
1.2.826.0.1.3680043.8.498.81096597169632636454986988944050298701,1
1.2.826.0.1.3680043.8.498.81103809943451790668501089584752866199,0
1.2.826.0.1.3680043.8.498.81109405367395078564887780335570099673,2
1.2.826.0.1.3680043.8.498.81142440700884513521007992957945568924,3
1.2.826.0.1.3680043.8.498.81248820934296461385324385812581970340,2
1.2.826.0.1.3680043.8.498.81269884425000228604280521306949721859,1
1.2.826.0.1.3680043.8.498.81327951282145199298572980264557740321,3
1.2.826.0.1.3680043.8.498.81342416992724702402763591633702802359,3
1.2.826.0.1.3680043.8.498.81347841116019279082226143308588516787,3
1.2.826.0.1.3680043.8.498.81351574724227319632426427855692606694,3
1.2.826.0.1.3680043.8.498.81407504276375197122586620633759174421,0
1.2.826.0.1.3680043.8.498.81462603621780919719466264356289554669,3
1.2.826.0.1.3680043.8.498.81464322239381998685473520085495957135,0
1.2.826.0.1.3680043.8.498.81466575994184158172641823163654418018,3
1.2.826.0.1.3680043.8.498.81475058647553697318837239968139077272,2
1.2.826.0.1.3680043.8.498.81495303185504163367736663647489556517,3
1.2.826.0.1.3680043.8.498.81540134120507822899514611863725372563,4
1.2.826.0.1.3680043.8.498.81567030584250750745410094870790052181,3
1.2.826.0.1.3680043.8.498.81590494282169434250974061642267472166,1
1.2.826.0.1.3680043.8.498.81629704995225424568187579791704967233,0
1.2.826.0.1.3680043.8.498.81631925197682464058124413934958934086,4
1.2.826.0.1.3680043.8.498.81651132686162360431299931833372141617,4
1.2.826.0.1.3680043.8.498.81651455914141365028015556083080638757,3
1.2.826.0.1.3680043.8.498.81692996137620934043276253858381812472,4
1.2.826.0.1.3680043.8.498.81698411330214788362326470979160431674,4
1.2.826.0.1.3680043.8.498.81738571920712657790861120957086010772,2
1.2.826.0.1.3680043.8.498.81740348974208459068937862799489495782,2
1.2.826.0.1.3680043.8.498.81790990482142045640192729399175106255,4
1.2.826.0.1.3680043.8.498.81793454171031578492222004629265937656,1
1.2.826.0.1.3680043.8.498.81796385087779065457668769443782458844,1
1.2.826.0.1.3680043.8.498.81797437102217585216278133168092577952,1
1.2.826.0.1.3680043.8.498.81819209302731920404237374320026807282,3
1.2.826.0.1.3680043.8.498.81822709772232914298414700148454511661,1
1.2.826.0.1.3680043.8.498.81832287065207835637503039077685315236,1
1.2.826.0.1.3680043.8.498.81892104897856100357169774214718573167,1
1.2.826.0.1.3680043.8.498.81927409938015158663782061022054347955,1
1.2.826.0.1.3680043.8.498.81957447654112577010261210572986132211,1
1.2.826.0.1.3680043.8.498.81964000393640770822199916465038759069,3
1.2.826.0.1.3680043.8.498.81974732979506931694079719601760393277,0
1.2.826.0.1.3680043.8.498.81981151447274200345866874172324295172,2
1.2.826.0.1.3680043.8.498.81984200870681776955493738987078746894,3
1.2.826.0.1.3680043.8.498.82012532783011843175172575198326783678,2
1.2.826.0.1.3680043.8.498.82053853036886620816821481139413594407,3
1.2.826.0.1.3680043.8.498.82074883987134049971242727164506046476,4
1.2.826.0.1.3680043.8.498.82143276307898132314496735515204481508,0
1.2.826.0.1.3680043.8.498.82144602300666174450721045102799681426,2
1.2.826.0.1.3680043.8.498.82157293611630605740641187215639204974,4
1.2.826.0.1.3680043.8.498.82166943552764439138333504456139890254,4
1.2.826.0.1.3680043.8.498.82169173362972793731001247413129649263,0
1.2.826.0.1.3680043.8.498.82272793832748838882752586678639564181,2
1.2.826.0.1.3680043.8.498.82355456395534835058857499033494900716,2
1.2.826.0.1.3680043.8.498.82414828460683289235183375457850096746,4
1.2.826.0.1.3680043.8.498.82440268452598207215458064865523988222,4
1.2.826.0.1.3680043.8.498.82447100001417065190678617013741085481,0
1.2.826.0.1.3680043.8.498.82481056562260046738834822905709207128,0
1.2.826.0.1.3680043.8.498.82498616123349854719801627024073383874,3
1.2.826.0.1.3680043.8.498.82523073559792523830827952754346276051,2
1.2.826.0.1.3680043.8.498.82548251499640077572026404183402934330,3
1.2.826.0.1.3680043.8.498.82548952153746644951736669119607083230,3
1.2.826.0.1.3680043.8.498.82579118531566493365068788437906656162,2
1.2.826.0.1.3680043.8.498.82582558624896662901163827145277490232,3
1.2.826.0.1.3680043.8.498.82587763533601760002619014353812074700,1
1.2.826.0.1.3680043.8.498.82591599611540849522609405219902904134,3
1.2.826.0.1.3680043.8.498.82655005222804459605894403147145992714,0
1.2.826.0.1.3680043.8.498.82731606763525898032678680051515732914,0
1.2.826.0.1.3680043.8.498.82744514729782879778828512295184306538,4
1.2.826.0.1.3680043.8.498.82757616216788919181323176147396770758,1
1.2.826.0.1.3680043.8.498.82858981777405241601610241542173548956,3
1.2.826.0.1.3680043.8.498.82902769135373284012762237744774967400,3
1.2.826.0.1.3680043.8.498.82925474533853765570570726554869886925,4
1.2.826.0.1.3680043.8.498.82967086493280898295669930903240677729,1
1.2.826.0.1.3680043.8.498.83000639623679673469640458882929412717,2
1.2.826.0.1.3680043.8.498.83028939839767027342482365275441078777,0
1.2.826.0.1.3680043.8.498.83030371526667747898709613600825477966,2
1.2.826.0.1.3680043.8.498.83054899303871276184985881638619543362,0
1.2.826.0.1.3680043.8.498.83055401642066749019091368358783700783,2
1.2.826.0.1.3680043.8.498.83061811791652434833797599835671351097,3
1.2.826.0.1.3680043.8.498.83108474538388106770920972885900596508,2
1.2.826.0.1.3680043.8.498.83121378128521985713113311344685112825,3
1.2.826.0.1.3680043.8.498.83152040259754415849193046299744699239,0
1.2.826.0.1.3680043.8.498.83220896521302064187926748035734200732,2
1.2.826.0.1.3680043.8.498.83235374118671754689663732057314083332,0
1.2.826.0.1.3680043.8.498.83237706274929081175032033288272528919,2
1.2.826.0.1.3680043.8.498.83253778356746892201320443660102495790,1
1.2.826.0.1.3680043.8.498.83271280040777227673434567660749430744,1
1.2.826.0.1.3680043.8.498.83376388091077619281568190257019735638,1
1.2.826.0.1.3680043.8.498.83384018761005700404957421316476952190,4
1.2.826.0.1.3680043.8.498.83456649088980869429062498344457162631,4
1.2.826.0.1.3680043.8.498.83465081013175989426506371406463660936,1
1.2.826.0.1.3680043.8.498.83495448827553002152296206085110883602,1
1.2.826.0.1.3680043.8.498.83509478059288902959149676250911654986,4
1.2.826.0.1.3680043.8.498.83569065014916050100714967945484998462,0
1.2.826.0.1.3680043.8.498.83602205818477323486169938182117122488,4
1.2.826.0.1.3680043.8.498.83691358175810149975084604975065122220,3
1.2.826.0.1.3680043.8.498.83740112248863750162633901687556705057,2
1.2.826.0.1.3680043.8.498.83747418172021065605877274971789603771,1
1.2.826.0.1.3680043.8.498.83847285247209768917850605454140194088,2
1.2.826.0.1.3680043.8.498.83956129905762530953192730040209719910,4
1.2.826.0.1.3680043.8.498.84007436672323587547274248257117331532,4
1.2.826.0.1.3680043.8.498.84047134932018909998648460546980598926,2
1.2.826.0.1.3680043.8.498.84059077072076289248966490696872414783,3
1.2.826.0.1.3680043.8.498.84062602050757262792437893691591415560,1
1.2.826.0.1.3680043.8.498.84062980592611347665739105270731842220,2
1.2.826.0.1.3680043.8.498.84069767112794890061709127671908414399,0
1.2.826.0.1.3680043.8.498.84123495463663584148839831457665741488,3
1.2.826.0.1.3680043.8.498.84230432137191939390680841389370206819,0
1.2.826.0.1.3680043.8.498.84238814030979264404768702945290704724,2
1.2.826.0.1.3680043.8.498.84292569246911697141902796190329671261,3
1.2.826.0.1.3680043.8.498.84347051904829814300575579670995018991,2
1.2.826.0.1.3680043.8.498.84419297518873367123595080276985526259,2
1.2.826.0.1.3680043.8.498.84477198486144701928775090913243250655,2
1.2.826.0.1.3680043.8.498.84483080389344581106129884869678629612,3
1.2.826.0.1.3680043.8.498.84486787871353595019134028899317143475,3
1.2.826.0.1.3680043.8.498.84612593835203397696029057940345763682,4
1.2.826.0.1.3680043.8.498.84630493975910180537831353884518764364,0
1.2.826.0.1.3680043.8.498.84646554968523210021448483220679710652,1
1.2.826.0.1.3680043.8.498.84661341697154104963062177064495044195,2
1.2.826.0.1.3680043.8.498.84709539128629951937294117586370340042,4
1.2.826.0.1.3680043.8.498.84720476187201404764508451536959273676,3
1.2.826.0.1.3680043.8.498.84748479740284893375192048321707057482,3
1.2.826.0.1.3680043.8.498.84827027113422423894439539536275453132,2
1.2.826.0.1.3680043.8.498.84855341377363129926967387137216814518,2
1.2.826.0.1.3680043.8.498.84857368518703570476541203284655412396,1
1.2.826.0.1.3680043.8.498.84896756080952941537556818257863912066,1
1.2.826.0.1.3680043.8.498.84982310626395569925821771375535259394,0
1.2.826.0.1.3680043.8.498.85004373913191467860228868467924401547,0
1.2.826.0.1.3680043.8.498.85031127696558971105465423134104223548,3
1.2.826.0.1.3680043.8.498.85036616529391787087213173897728060798,0
1.2.826.0.1.3680043.8.498.85095389649021071892478435298763928925,3
1.2.826.0.1.3680043.8.498.85108719393967663738580518985514195538,2
1.2.826.0.1.3680043.8.498.85137704768728261642637391657270006448,3
1.2.826.0.1.3680043.8.498.85194002080793317087210934629814349622,3
1.2.826.0.1.3680043.8.498.85212353344613461454490252928274988058,2
1.2.826.0.1.3680043.8.498.85294435004325211584698794441083866921,1
1.2.826.0.1.3680043.8.498.85326542895076582985200613540648336047,1
1.2.826.0.1.3680043.8.498.85333821516157983299252782678788406019,1
1.2.826.0.1.3680043.8.498.85341019006931436802294963713199308935,0
1.2.826.0.1.3680043.8.498.85347263026430684291021533170619978114,0
1.2.826.0.1.3680043.8.498.85391052076760686301971262244561025345,2
1.2.826.0.1.3680043.8.498.85397267100597758920280635204297906286,4
1.2.826.0.1.3680043.8.498.85416107585703628549041626609272707431,4
1.2.826.0.1.3680043.8.498.85431902914673414035492907270636012892,1
1.2.826.0.1.3680043.8.498.85454884397223412543050876117416146750,3
1.2.826.0.1.3680043.8.498.85464150757448712711832350617010924327,2
1.2.826.0.1.3680043.8.498.85475892602877115812059264719695919613,4
1.2.826.0.1.3680043.8.498.85499036441349866810703945289793057098,2
1.2.826.0.1.3680043.8.498.85545102350084131396266710667808696561,1
1.2.826.0.1.3680043.8.498.85566900782101872452970957532250214590,0
1.2.826.0.1.3680043.8.498.85602291032341007550376696695283794665,2
1.2.826.0.1.3680043.8.498.85624441072689653093363046226467141762,1
1.2.826.0.1.3680043.8.498.85646781189339988389190891868001374533,4
1.2.826.0.1.3680043.8.498.85649172620970194090967653766415467836,4
1.2.826.0.1.3680043.8.498.85663162480758065951465617999516770647,0
1.2.826.0.1.3680043.8.498.85687351346612079711706269264454944647,2
1.2.826.0.1.3680043.8.498.85715956158218184426400151797364834203,1
1.2.826.0.1.3680043.8.498.85719235937472088594405415004352845221,0
1.2.826.0.1.3680043.8.498.85728170022176096748897349447671687164,2
1.2.826.0.1.3680043.8.498.85735729179216019275685564112535593988,4
1.2.826.0.1.3680043.8.498.85748882309364598407865143890978767674,3
1.2.826.0.1.3680043.8.498.85760360279564672425828346507309104394,3
1.2.826.0.1.3680043.8.498.85849908712977285006159496192673293501,2
1.2.826.0.1.3680043.8.498.85870577082315172424837183881210532800,4
1.2.826.0.1.3680043.8.498.85879572979834912642178551098379145607,3
1.2.826.0.1.3680043.8.498.85882078780717905717989373451578844863,3
1.2.826.0.1.3680043.8.498.85883562680953255833567595509408888410,4
1.2.826.0.1.3680043.8.498.85890890545815190189345870912381925290,1
1.2.826.0.1.3680043.8.498.85932495800565018166769303205378781707,3
1.2.826.0.1.3680043.8.498.85943737587102032370951456635167782343,4
1.2.826.0.1.3680043.8.498.85970222049966384156120176704985355996,3
1.2.826.0.1.3680043.8.498.85976668143927055109184433855426232055,0
1.2.826.0.1.3680043.8.498.85992037603186775437749979929724514304,0
1.2.826.0.1.3680043.8.498.85992651772359515416050249463715355943,0
1.2.826.0.1.3680043.8.498.86020966816754359840982061252012700091,1
1.2.826.0.1.3680043.8.498.86029947807373604003071651721618330827,2
1.2.826.0.1.3680043.8.498.86042942187650835661744645315369706668,4
1.2.826.0.1.3680043.8.498.86067849233330188988240710585112183308,4
1.2.826.0.1.3680043.8.498.86082522186055358984181640226529351801,4
1.2.826.0.1.3680043.8.498.86117639434986594266345773277419881144,1
1.2.826.0.1.3680043.8.498.86142930956005716169649168306759482915,3
1.2.826.0.1.3680043.8.498.86216155858324761845740646421500394797,1
1.2.826.0.1.3680043.8.498.86239793008693746155478763153154040128,0
1.2.826.0.1.3680043.8.498.86251314013737658351649446042801810374,2
1.2.826.0.1.3680043.8.498.86263264208309369957750915520115390972,2
1.2.826.0.1.3680043.8.498.86273853115722509980053190345047859057,0
1.2.826.0.1.3680043.8.498.86280033511814602594654628677479528508,1
1.2.826.0.1.3680043.8.498.86285715293767810771609523819042157072,2
1.2.826.0.1.3680043.8.498.86315835011470465506843590014408831373,2
1.2.826.0.1.3680043.8.498.86332035495941070455209594003499488889,1
1.2.826.0.1.3680043.8.498.86341139705884690862568425859303870601,1
1.2.826.0.1.3680043.8.498.86351141114604781108401133410934252655,2
1.2.826.0.1.3680043.8.498.86405969333062807387894608315897106350,4
1.2.826.0.1.3680043.8.498.86409878732405036646840908998274047391,1
1.2.826.0.1.3680043.8.498.86416984885007871128151024515780322767,1
1.2.826.0.1.3680043.8.498.86422343639522250286002195622435564347,0
1.2.826.0.1.3680043.8.498.86435271359723045834079326733478538148,2
1.2.826.0.1.3680043.8.498.86435890312227285216810145658548164773,1
1.2.826.0.1.3680043.8.498.86516555757334047240474191101770683543,0
1.2.826.0.1.3680043.8.498.86532643576908316499388520854820002133,0
1.2.826.0.1.3680043.8.498.86566584776908143877603164704838586097,0
1.2.826.0.1.3680043.8.498.86583531066383395270546012510184348251,3
1.2.826.0.1.3680043.8.498.86625876521226465945114246972542881955,3
1.2.826.0.1.3680043.8.498.86651345701812229172985086531423369421,4
1.2.826.0.1.3680043.8.498.86715997235054599024919893656486735623,2
1.2.826.0.1.3680043.8.498.86733565200815744326667230375642936291,2
1.2.826.0.1.3680043.8.498.86876540394528304678398111135600894869,2
1.2.826.0.1.3680043.8.498.86881633316011036335786865282908198831,1
1.2.826.0.1.3680043.8.498.86968600239724310678905311244945464037,0
1.2.826.0.1.3680043.8.498.86974853023888933977090539174537083409,3
1.2.826.0.1.3680043.8.498.87009029107490862793898457518597022930,0
1.2.826.0.1.3680043.8.498.87018440624359538250658207994111333051,4
1.2.826.0.1.3680043.8.498.87046380372347615219261898797043742937,2
1.2.826.0.1.3680043.8.498.87064372531225943854092598173945043861,2
1.2.826.0.1.3680043.8.498.87101276883427329522365304528449003589,1
1.2.826.0.1.3680043.8.498.87102698749288269439517333660896096520,3
1.2.826.0.1.3680043.8.498.87185817772180109135714642184874643715,4
1.2.826.0.1.3680043.8.498.87198191797585172912979594638355685739,0
1.2.826.0.1.3680043.8.498.87208714421237491643915928765740747633,2
1.2.826.0.1.3680043.8.498.87214831397290763080243320084625847148,0
1.2.826.0.1.3680043.8.498.87222653734797522858506220026427900177,2
1.2.826.0.1.3680043.8.498.87223930502803944549504594723314220105,4
1.2.826.0.1.3680043.8.498.87241650441242408799533998101943024283,3
1.2.826.0.1.3680043.8.498.87253761427012478584873622994909841751,0
1.2.826.0.1.3680043.8.498.87262205711949358943515326577886508585,3
1.2.826.0.1.3680043.8.498.87267658933515453963224923798100651549,0
1.2.826.0.1.3680043.8.498.87338030934656808032044071206920470285,3
1.2.826.0.1.3680043.8.498.87404730020015145302086817782843205171,3
1.2.826.0.1.3680043.8.498.87413924318793242918916384453755054267,2
1.2.826.0.1.3680043.8.498.87415625824966124550466651648244553892,0
1.2.826.0.1.3680043.8.498.87465202523430400780596885230492167155,0
1.2.826.0.1.3680043.8.498.87476514600989622078259281213313867927,4
1.2.826.0.1.3680043.8.498.87516159856486535118712846576943170757,0
1.2.826.0.1.3680043.8.498.87550037046735743504446944390018580426,0
1.2.826.0.1.3680043.8.498.87560916423885591029120178291827033868,2
1.2.826.0.1.3680043.8.498.87563449504927531224663601218159863518,4
1.2.826.0.1.3680043.8.498.87645071186049036230936726742129446188,2
1.2.826.0.1.3680043.8.498.87650297321648368205324227429768256110,1
1.2.826.0.1.3680043.8.498.87679606849449562627719676100773778015,4
1.2.826.0.1.3680043.8.498.87680825247567493080163504511649789348,2
1.2.826.0.1.3680043.8.498.87742737485142445536023876862256284839,3
1.2.826.0.1.3680043.8.498.87761573479019057997334508266888503487,4
1.2.826.0.1.3680043.8.498.87769640167791104899516835133527936885,0
1.2.826.0.1.3680043.8.498.87797202230328868466634480198668365648,0
1.2.826.0.1.3680043.8.498.87799106106199445436621174506197684035,2
1.2.826.0.1.3680043.8.498.87845297884497964690686366000533570840,0
1.2.826.0.1.3680043.8.498.87876800169766592603600598167358214111,3
1.2.826.0.1.3680043.8.498.87900330305833722536121052961334699743,2
1.2.826.0.1.3680043.8.498.87998832540756872371878613339628615880,4
1.2.826.0.1.3680043.8.498.88022456207467042544403752144674777523,1
1.2.826.0.1.3680043.8.498.88064086448060280325724227239585797761,0
1.2.826.0.1.3680043.8.498.88070896604159829163161019117970440189,3
1.2.826.0.1.3680043.8.498.88074618626471004030644935418777151905,0
1.2.826.0.1.3680043.8.498.88077418639301174409926781329613570435,0
1.2.826.0.1.3680043.8.498.88114918358665488269761388157480523350,0
1.2.826.0.1.3680043.8.498.88189503151202366936330411627291827689,0
1.2.826.0.1.3680043.8.498.88211355128040927831407007101167868685,1
1.2.826.0.1.3680043.8.498.88274753211076645976496220746740420894,0
1.2.826.0.1.3680043.8.498.88368930449171804348215887291291274615,1
1.2.826.0.1.3680043.8.498.88439732365857773633852840383740478214,4
1.2.826.0.1.3680043.8.498.88457076333783710706782784856816112502,0
1.2.826.0.1.3680043.8.498.88466268868654468582661984391239692466,0
1.2.826.0.1.3680043.8.498.88480827968231439729532202780922145132,2
1.2.826.0.1.3680043.8.498.88505044370271842163477475980178015566,0
1.2.826.0.1.3680043.8.498.88523737187772411911621088333701306485,1
1.2.826.0.1.3680043.8.498.88565389747258713872180859306907392080,1
1.2.826.0.1.3680043.8.498.88570871026022705696415758052703394453,2
1.2.826.0.1.3680043.8.498.88571985843649843469694556575325271560,4
1.2.826.0.1.3680043.8.498.88574487918084130981335189023288704909,1
1.2.826.0.1.3680043.8.498.88609906210780568637209291182572648571,3
1.2.826.0.1.3680043.8.498.88620225126852321191690360547272730103,4
1.2.826.0.1.3680043.8.498.88653085234639096911379842849193874077,4
1.2.826.0.1.3680043.8.498.88655485247489827200671636011965281184,3
1.2.826.0.1.3680043.8.498.88679328523895187500714090963655363787,4
1.2.826.0.1.3680043.8.498.88682169866098509464628948503453852928,4
1.2.826.0.1.3680043.8.498.88687994744258163246685527273559741656,0
1.2.826.0.1.3680043.8.498.88711356400820562340756013729440417015,1
1.2.826.0.1.3680043.8.498.88726804476694411363564819498296119763,1
1.2.826.0.1.3680043.8.498.88752039058074948027322975455607258941,4
1.2.826.0.1.3680043.8.498.88753415430913291809543943690942744997,2
1.2.826.0.1.3680043.8.498.88801151487634957068752641200383474212,1
1.2.826.0.1.3680043.8.498.88827276474694165071267273766912871459,4
1.2.826.0.1.3680043.8.498.88845193477394064535233691626377077328,4
1.2.826.0.1.3680043.8.498.88872155446935518174304990308380906112,1
1.2.826.0.1.3680043.8.498.88874647535130028956725641820977918615,0
1.2.826.0.1.3680043.8.498.88896246957673838955012057210098034177,2
1.2.826.0.1.3680043.8.498.88899519473612920868099376939780201067,2
1.2.826.0.1.3680043.8.498.88962401400598535739494671683916272476,4
1.2.826.0.1.3680043.8.498.88964371740619947193957393682095448256,4
1.2.826.0.1.3680043.8.498.89026102874017923932934673207699042800,0
1.2.826.0.1.3680043.8.498.89045629523485194086986785222960864883,3
1.2.826.0.1.3680043.8.498.89048907638162719840222508855779172366,0
1.2.826.0.1.3680043.8.498.89074359486713340585710357399403393294,3
1.2.826.0.1.3680043.8.498.89110271437785174288044757208973128908,0
1.2.826.0.1.3680043.8.498.89123035099342878362576960682354791116,4
1.2.826.0.1.3680043.8.498.89190511197564127079697151213577962649,2
1.2.826.0.1.3680043.8.498.89204062904097086723738217311755833877,4
1.2.826.0.1.3680043.8.498.89240184178186399632216878563608101260,1
1.2.826.0.1.3680043.8.498.89247482662611898098489676481780144186,0
1.2.826.0.1.3680043.8.498.89302191571937190529967168726521003428,4
1.2.826.0.1.3680043.8.498.89307235192406983202868051697765144920,1
1.2.826.0.1.3680043.8.498.89326347774248795083360112232993521530,3
1.2.826.0.1.3680043.8.498.89332108074590559691047812196991368746,1
1.2.826.0.1.3680043.8.498.89346975863478164334871204856160071946,3
1.2.826.0.1.3680043.8.498.89350648596674998203116057439419132072,3
1.2.826.0.1.3680043.8.498.89357823844365374776758395347764601030,4
1.2.826.0.1.3680043.8.498.89416235692252764852783739140428958560,2
1.2.826.0.1.3680043.8.498.89423600201830685256510321877396547497,1
1.2.826.0.1.3680043.8.498.89445342796957655182687412965056270903,2
1.2.826.0.1.3680043.8.498.89464179959474561696319051639748844244,3
1.2.826.0.1.3680043.8.498.89569762088162031469299314053759758927,1
1.2.826.0.1.3680043.8.498.89576499383950909889665633610791093334,4
1.2.826.0.1.3680043.8.498.89584627944947813918297925813120247226,1
1.2.826.0.1.3680043.8.498.89590880980421560369495600204866789646,3
1.2.826.0.1.3680043.8.498.89720428711655200442262503508409163392,3
1.2.826.0.1.3680043.8.498.89729486637365590877469535082675069395,3
1.2.826.0.1.3680043.8.498.89746004948304570186940283501211828475,0
1.2.826.0.1.3680043.8.498.89829843399218627892046362324057240535,1
1.2.826.0.1.3680043.8.498.89842390998700046088751402253903762827,1
1.2.826.0.1.3680043.8.498.89857801102910604766959864464865910585,3
1.2.826.0.1.3680043.8.498.89935384074170571164295050203650829722,4
1.2.826.0.1.3680043.8.498.89943815722422273305517145510644432987,3
1.2.826.0.1.3680043.8.498.89953731420879076053772747816096629231,0
1.2.826.0.1.3680043.8.498.89967772422936726289461201791871771011,1
1.2.826.0.1.3680043.8.498.89987866402625167201267936974120824712,0
1.2.826.0.1.3680043.8.498.90003472003278237920648198243464374280,0
1.2.826.0.1.3680043.8.498.90037507233074511524602897439257102032,4
1.2.826.0.1.3680043.8.498.90057130466053377217652879986591534745,1
1.2.826.0.1.3680043.8.498.90103210546658057701715546323552886913,2
1.2.826.0.1.3680043.8.498.90159195278632080234412316065469499332,4
1.2.826.0.1.3680043.8.498.90170179734833731758923964833173536172,1
1.2.826.0.1.3680043.8.498.90172333170788218623219231170360850947,3
1.2.826.0.1.3680043.8.498.90193654806390401129887447441469319421,4
1.2.826.0.1.3680043.8.498.90206716031776606956011363950625953310,1
1.2.826.0.1.3680043.8.498.90223492515368389331845681759355261030,3
1.2.826.0.1.3680043.8.498.90227414485305096825508911050013279704,2
1.2.826.0.1.3680043.8.498.90251533154603802045666102095577144628,0
1.2.826.0.1.3680043.8.498.90264300606047579088362539636050224478,4
1.2.826.0.1.3680043.8.498.90268709354762000249148795667759483876,0
1.2.826.0.1.3680043.8.498.90274711315692820326973277297753398634,4
1.2.826.0.1.3680043.8.498.90283565381042081768587894596970552767,3
1.2.826.0.1.3680043.8.498.90288598546566291188788375261370919222,3
1.2.826.0.1.3680043.8.498.90299615112155255774026824400461236845,2
1.2.826.0.1.3680043.8.498.90313529150165069133283531436628039942,1
1.2.826.0.1.3680043.8.498.90331082101665002495739626395247831768,1
1.2.826.0.1.3680043.8.498.90340114291852810896219650388952790164,4
1.2.826.0.1.3680043.8.498.90342120331229511020327052213821820086,0
1.2.826.0.1.3680043.8.498.90433488790413321102007716267340900056,0
1.2.826.0.1.3680043.8.498.90446842983860370183814559926724769347,1
1.2.826.0.1.3680043.8.498.90466423642678253933409966898120881010,3
1.2.826.0.1.3680043.8.498.90483774039833567637730989859822082272,3
1.2.826.0.1.3680043.8.498.90490891782778285565462083536468192410,2
1.2.826.0.1.3680043.8.498.90508461713737190527021531642732695353,3
1.2.826.0.1.3680043.8.498.90514150380296346197442897381548735293,0
1.2.826.0.1.3680043.8.498.90551187439998209641370107095424494085,4
1.2.826.0.1.3680043.8.498.90573769367031841574114648773801425781,4
1.2.826.0.1.3680043.8.498.90629760164319310375909187696899268080,1
1.2.826.0.1.3680043.8.498.90668646188784648688693620159738574680,4
1.2.826.0.1.3680043.8.498.90679199017361780574384378857945322240,0
1.2.826.0.1.3680043.8.498.90751504670572401790063555695835439317,4
1.2.826.0.1.3680043.8.498.90758414832541790868268922794274257839,2
1.2.826.0.1.3680043.8.498.90764713690393618577990540005126771712,3
1.2.826.0.1.3680043.8.498.90771070773751767226565553195436971014,3
1.2.826.0.1.3680043.8.498.90858397443821905121918628339486070979,4
1.2.826.0.1.3680043.8.498.90893882071188409362296099956462540506,0
1.2.826.0.1.3680043.8.498.90976227335921831531105845602655777296,0
1.2.826.0.1.3680043.8.498.90985037792656682958281230441654772668,1
1.2.826.0.1.3680043.8.498.91064647744940506223536204418057554573,1
1.2.826.0.1.3680043.8.498.91106275065657355304239097295699332135,2
1.2.826.0.1.3680043.8.498.91122873808284731048016330734204992698,4
1.2.826.0.1.3680043.8.498.91124979914013108948829704350601987380,3
1.2.826.0.1.3680043.8.498.91125742927944703615970502025043944089,4
1.2.826.0.1.3680043.8.498.91139126799820974665417903552066103454,2
1.2.826.0.1.3680043.8.498.91168270990167204047014161851340054645,3
1.2.826.0.1.3680043.8.498.91206973544724011503639050238118945528,2
1.2.826.0.1.3680043.8.498.91220255464004258635083940797356822178,0
1.2.826.0.1.3680043.8.498.91230059913252604666971822137553690811,2
1.2.826.0.1.3680043.8.498.91237082716839283641165609666644466929,0
1.2.826.0.1.3680043.8.498.91262503278090288446189575519187653125,3
1.2.826.0.1.3680043.8.498.91323765268136520804399328350809179765,0
1.2.826.0.1.3680043.8.498.91328985601265188961626433080766431089,4
1.2.826.0.1.3680043.8.498.91346221361264140052760282748336176394,2
1.2.826.0.1.3680043.8.498.91361379904133499492465873800011777365,3
1.2.826.0.1.3680043.8.498.91380337141071062166571333367919885984,0
1.2.826.0.1.3680043.8.498.91385694666101904780012335954322545042,0
1.2.826.0.1.3680043.8.498.91391446167553025113367459399831345295,1
